Entity_ID,Customer,Destination,Category,Week +1_Vol,Week +1_Wt,Week +2_Vol,Week +2_Wt,Week +3_Vol,Week +3_Wt,Week +4_Vol,Week +4_Wt
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_17999","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,L1大类17_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_176","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,WOMEN  COTTON  DRESS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_17","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,ORNAMENT FOR CHRISTMAS TREE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_16999","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,L1大类16_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_165","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,PAPER CARD类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_156","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,WATCH STRAP类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_152","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,KEYCHAIN类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_146","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,COAT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_346","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,PLASTIC BOX类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_345","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,BRACELET类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_337","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,PLASTIC TOY类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_333","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,COTTON STOCKINGS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_331","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,MOISTURIZING ESSENCE WATER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_311","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,WOMEN'S KNITTED POLYESTER DRESS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_2999","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,L1大类2_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_296","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,STAINLESS STEEL WOK类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_286","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,HAIR TRIMMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_285","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,FOUNDATION STICK类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_281","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,STAINLESS STEEL RING类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_279","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,POUCH BAG类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_274","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,NECK MASSAGER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_263","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,BUILDING BLOCKS TOY类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_254","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,PLUSH DOLL类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_246","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,PURE COTTON YARN CROCHETED DOLL SET类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,L1大类19_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_1999","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,L1大类1_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_73","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,SILICONE GEL PATCH类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_6999","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,L1大类6_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_503","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,KITCHIN CLEANING MAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,MAT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_451","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,TOWEL类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_411","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,APEX BOARDS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_407","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,CUP类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_398","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,GLASS JARS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_396","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,PLASTIC MEASURING SPOON类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_392","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,BEAUTY CREAM类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_386","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,PLASTIC DESKTOP ORNAMENTS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_381","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,PAPER BOOKLET类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_356","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,MEN S COTTON T-SHIRT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_352","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,TOY类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_8999","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,L1大类8_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_74","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,FITNESS EQUIPMENT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AU_12999","Yanwen Logistics Co., Ltd. Shenzhen Branch",AU,L1大类12_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AU_112","Yanwen Logistics Co., Ltd. Shenzhen Branch",AU,KEY CHAIN类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_8999","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,L1大类8_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_509","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,STRAP类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,MAT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_465","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,ADAPTER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_390","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,PLASTIC PEN CASING类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_380","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,HOME DECORATION类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_358","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,STICKER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_345","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,BRACELET类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_2999","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,L1大类2_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_287","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,STYLING COMB类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_254","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,PLUSH DOLL类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_218","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,STORAGE BOX类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_165","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,PAPER CARD类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_160","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,HARDWARE WALLET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_156","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,WATCH STRAP类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_14999","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,L1大类14_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_13999","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,L1大类13_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_12999","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,L1大类12_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_127","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,PLASTIC OPTICAL FRAME类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_119","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,PHONE CASE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_118","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,SMARTPHONES类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HU_367","Yanwen Logistics Co., Ltd. Shenzhen Branch",HU,SPEAKER PARTS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HU_300","Yanwen Logistics Co., Ltd. Shenzhen Branch",HU,CASES类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HU_153","Yanwen Logistics Co., Ltd. Shenzhen Branch",HU,WATCHBAND类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HU_119","Yanwen Logistics Co., Ltd. Shenzhen Branch",HU,PHONE CASE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HR_317","Yanwen Logistics Co., Ltd. Shenzhen Branch",HR,MUSICAL INSTRUMENT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HR_153","Yanwen Logistics Co., Ltd. Shenzhen Branch",HR,WATCHBAND类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_HK_999","Yanwen Logistics Co., Ltd. Shenzhen Branch",HK,L1大类0_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_247","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,CAR STICKER EMBLEM类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_246","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,PURE COTTON YARN CROCHETED DOLL SET类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_240","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,LCD SCREEN类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_238","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,EARPHONE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_234","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,NECKLACE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_233","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,ACRYLIC PENDANT DECORATIONS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_232","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,PLASTIC BEADS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_217","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,RING类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_210","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,EARPHONE CABLE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_209","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,CHARGER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,L1大类19_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_1999","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,L1大类1_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_18999","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,L1大类18_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_178","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,CAMERA类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_16999","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,L1大类16_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_169","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,CAR LIGHT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_346","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,PLASTIC BOX类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_345","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,BRACELET类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_338","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,STAINLESS STEEL BRACELET类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_333","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,COTTON STOCKINGS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_323","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,ALLOY NECKLACE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_319","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,ZINC ALLOY MEDAL类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_312","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,WOMEN NYLON SHAPEWEAR类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_311","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,WOMEN'S KNITTED POLYESTER DRESS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_306","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,DRESS FOR WOMEN类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_2999","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,L1大类2_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_296","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,STAINLESS STEEL WOK类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_286","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,HAIR TRIMMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_279","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,POUCH BAG类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_271","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,EARRINGS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_264","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,LED LIGHT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_254","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,PLUSH DOLL类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_77","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,KEYBOARD类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_73","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,SILICONE GEL PATCH类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_6999","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,L1大类6_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_487","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,CABLE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_485","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,PLASTIC BRACKET类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,MAT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_466","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,CONVERTER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_450","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,PLASTIC PARTICLE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_443","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,SWITCH类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_436","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,TOY CIRCUIT BOARD类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_433","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,INTEGRATED CIRCUIT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_417","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,ACCESSORIES类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_405","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,3D MOSAIC MODEL类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_390","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,PLASTIC PEN CASING类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_358","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,STICKER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ID_352","Yanwen Logistics Co., Ltd. Shenzhen Branch",ID,TOY类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shipany Limited_TH_198,Shipany Limited,TH,SOLDERING IRON TIP类,0.0,0.0,1.0,0.23,2.0,0.46,1.0,0.23
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_17","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,ORNAMENT FOR CHRISTMAS TREE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_152","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,KEYCHAIN类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_12999","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,L1大类12_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_AL_999","Yanwen Logistics Co., Ltd. Shenzhen Branch",AL,L1大类0_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YMX Group Limited_SG_392,YMX Group Limited,SG,BEAUTY CREAM类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tak Yuet International (ASIA) Trading Co. Limited_US_69,Tak Yuet International (ASIA) Trading Co. Limited,US,1 X 100% PLASTIC PHONE CASE - CP-PHC-FAMTV-STRGT-C类,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.1
Tak Yuet International (ASIA) Trading Co. Limited_US_1,Tak Yuet International (ASIA) Trading Co. Limited,US,1 X 100% POLYESTER MEN PARTY COSTUME - HLW-GIANTOL类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tak Yuet International (ASIA) Trading Co. Limited_AE_12999,Tak Yuet International (ASIA) Trading Co. Limited,AE,L1大类12_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_IS_119","Yanwen Logistics Co., Ltd. Shenzhen Branch",IS,PHONE CASE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
